,text,images,category,language,chat_id
43,The player has been moved 30px to the right.,734dfcb5-0de6-47db-a1b0-eaf929daf173.png,0.0,en,e12a5b1f-8c63-4df0-a58a-e71862261d84
44,There are 6 coats in the image. Which one would you like to remove?,d6b15dc9-f477-4b77-a95f-143c13feaf0b.png,0.0,en,32fc655b-0a86-408f-a56f-c38fab6020f0
45,There are multiple items labelled as 'coat' in the image. Could you please specify which one should be brightened?,e4e3636e-416d-4100-9890-0bd61e4607f4.png,0.0,en,f60d3e2d-3302-4d19-bbe9-efa83ebdf330
46,There are 4 white flowers in the image. Which one would you like to remove?,7f81aafa-aa87-4be2-a5ac-70dc81e41a34.png,0.0,en,6af6853b-17bd-4f83-a20f-be6fb0adb09b
47,There are 2 dogs in the image. Which one would you like to replace with a cat?,d5850713-88ea-41e7-8e44-2fef13015702.png,0.0,en,2024bb17-16a2-432f-962d-d677efac8799
48,Here is your image with the dog shrunk by 35%.,5fdffa85-6d26-4983-8faa-4fcf91d453c3.png,0.0,en,6ff23e1b-df49-4ee1-b81f-d7426366d8d2
49,There are 4 fish in the image. Which one would you like to remove?,93b1a2ac-355b-45d3-a4bb-2b6c1f985ff1.png,0.0,en,cb946a09-3fd1-4ea2-8594-778c58c79561
50,There are 4 fish in the image. Which one would you like to separate?,183c7c16-2fad-49df-99b1-308591aef3ee.png,0.0,en,4bd7dbeb-6463-4b09-86e7-c8b6f07c3e6b
51,There are 2 hands in the image. Which one would you like to enlarge?,f47579de-fcaf-4a1e-be72-355da7fc29fb.png,0.0,en,5cb538db-fb11-4abb-ad8a-36a40ec832ed
52,"I'm sorry, but I can't help with extending the legs of the figures in the image. Currently, I can remove and replace objects, adjust image filters, and swap out graphics.",,3.0,en,50806ae4-21e9-4a78-abb5-7608e95a15c4
53,"Sorry, I currently can't convert the image to an oil painting style.",,3.0,en,84c689a5-6dbf-420c-b4f5-620cc184a715
54,"Sorry, I'm currently unable to create a video from an image.",,3.0,en,e5f4d811-6f1a-4426-8e71-e1a8f330b2a3
55,There are 6 characters in the image. Which ones would you like to add speech bubbles to?,bb63bc20-2e52-4d9d-b583-b8cc9b234bef.png,3.0,en,09b60b54-fedd-4b76-97c4-f517af8bb651
56,How does it look now?,7b318a36-fa05-4984-89f7-589f816243d0.png,3.0,en,ee31761d-2173-4d93-aafe-97a679cbee7b
57,Here is your image with makeup added to the face.,8ff1f5f0-46b7-4a0d-a9b7-7d4d6c5688e3.png,3.0,en,7cf956ce-e53b-46af-bd27-e3617df5704e
58,Here is the image with a park background. What else would you like to do?,bf726e5f-86a2-48da-bb9d-846962d7b2bd.png,3.0,en,d23a0233-b8d8-46c1-abfb-e3c5f3b0af46
59,Here's the edited image.,81b634a5-5f71-416b-8e01-d7a7037ae56e.png,3.0,en,f24ec40c-d135-49a8-ab10-bd9486e7a29b
60,Here is your image with the people replaced by a flower garden.,0e2fac77-33e3-4e31-8393-3c92a9b0084a.png,3.0,en,de71b6df-6890-41ab-aa77-2f08d9b4ad7d
61,"I'm sorry, but currently we do not support converting images to an anime style.",,3.0,en,b410eca1-97bb-4cff-9fad-365764aaaf51
62,"Sorry, there seems to be a technical issue on our side. We will resolve it soon.",,3.0,en,d9becede-5f08-4088-b706-514cb55c22f0
63,"I'm sorry, we currently don't have the functionality to convert images to an oil painting style.",,3.0,en,4721b651-a323-4317-a26b-6efa5e8ff5ad
64,"I'm sorry, but I can only handle image manipulations. I can't create videos from images.",,3.0,en,301d24d4-84b1-48f0-ba9d-dd49458d945d
65,There are no discernable objects in the image to replace with a fruit garden.,dbd6afca-ae82-4ed6-b80b-dc29dae6a77c.png,3.0,en,8de8c722-5918-4d8b-8b6f-22998fcc9f63
66,I was not able to detect two dogs in the provided image. Please provide an image with at least two dogs.,,3.0,en,4b41f1e1-9203-4670-be18-b8426283b4da
67,"I'm sorry, but I can't convert images to a PowerPoint file with the current capabilities.",,3.0,en,52430ee2-37a9-4b90-8a9b-40f4df4a321d
68,Please provide a value for adjusting the brightness.,,1.0,en,b9fc65bc-b441-4974-8e4d-7bb20a2207fe
69,One red chair was found in the image. What would you like to do next?,32bf6a54-c369-44cf-b061-28517f397621.png,1.0,en,ba83f2a9-0ac0-497b-968b-2d27c44c56f1
70,The lotus flower has been rotated by 45 degrees.,9d66b3e4-0087-4f1c-9b31-5775937cb0c2.png,1.0,en,bd54c348-1d2a-496e-aae2-4293be04f3fd
71,The lotus flower's brightness has been increased,109a6cfc-b4f2-4a33-a1a9-c08f933061e5.png,1.0,en,bc452ecc-7893-4196-850c-53bda0eb7f7e
72,The lotus flower has been moved to the right.,1d2213aa-49c9-4153-a1c6-59c2e4c3e582.png,1.0,en,99a48a08-c77a-4baf-b46f-7c86be02d17b
73,The dog has been rotated to the left.,9a7c0cdf-4888-4e25-b2e2-3da03ffc6986.png,1.0,en,e4edc6be-cd0e-4e19-802c-c858ea566325
74,The dog has been moved downwards.,80776742-27d2-47d8-acee-3a70818a8f71.png,1.0,en,65b2d4cd-9257-42db-af04-3e64b44323d3
75,Brightness of the dog in the image has been decreased.,138a6875-8245-48cc-a2be-1354d16fdc22.png,1.0,en,ea5d24fe-d4fe-4b54-9e27-5f59cc56b2a7
76,Please specify a value to increase the saturation.,4ff74826-55ef-428c-ac89-c250eea2ac4c.png,1.0,en,7a06199d-1ef7-45c9-8acd-58c534191387
77,Here is your image with decreased brightness.,43739a72-980d-4731-9148-84e9937db31b.png,1.0,en,af2b8530-d042-486a-b397-b9bec9628abf
78,Here is the image with the elephant shrunk down.,93efce37-7067-479d-a6e7-2ea3140015c4.png,1.0,en,1889ce35-952b-48df-a26a-4f2849ded7e7
79,The rabbit has been moved slightly to the left.,6c945c77-66d5-4428-bd37-2cdefb91feca.png,1.0,en,f750c56c-2d99-4a31-8219-1250b60d291d
80,The motorcycle has been shrunk in the image.,cb83730c-2ea2-40a0-b54c-bf4c36e38f8a.png,1.0,en,88edc360-f39e-4041-a4e5-2a77cfa031eb
81,Here's your image with the enlarged plant.,e25fb50a-6dbf-4386-a3e7-cb879fe6c215.png,1.0,en,1cfd6d0b-9913-4b27-bc34-0553abb877fe
82,"Currently, I'm experiencing difficulties in adding a large cloud to the image. Allow me to figure this out.",,1.0,en,23f6201a-2b9a-4cae-8374-3c03d7b2d24d
83,Please provide a value to adjust the brightness.,,1.0,en,6a236f8c-2efe-4646-a669-2162afc4898f
84,An unexpected error occurred. Please try again or proceed with a different command.,,1.0,en,dde0d329-c814-4b79-be3a-ce4964f3031c
85,Decreasing the brightness by 8% would enhance the quality of the image.,622f3b38-45da-43aa-9429-a4e4c50ad442.png,4.0,en,79ee3d95-623a-44e1-882b-74c5e0bcc0f5
86,Increasing the contrast by 13% would provide better results.,9ec67a08-801f-4e6b-9e60-e52fb5d6db01.png,4.0,en,c772e271-e8d1-4e9c-8f1d-65cb5c577198
87,Decreasing the brightness by 20% is too much. Decreasing it by 8% would produce a better result.,27e26eef-2dc7-4bf4-ab10-b2ebfd32dd68.png,4.0,en,422193e4-e5e5-477e-b2b9-4c1f02c4d3af
88,Increasing the contrast by 12% would enhance the image more.,c49c7c70-a96f-4d31-8e9c-1ea494ef6e76.png,4.0,en,b97a1b97-cdc8-41ac-92d2-a04752ad272e
89,Increasing the contrast by 20% would be more suitable.,b8b587fa-ba45-43dd-b0a7-92c4818c9aef.png,4.0,en,5537b397-843f-4fad-afa6-138fc94a16aa
90,Increasing the saturation by 11% would enhance the image.,134891c8-da73-4ea7-854c-7af676addb9c.png,4.0,en,8fe0d1be-5725-4fda-a8ba-21fe352de06a
91,Decreasing the brightness balance by 9% would be more suitable.,c617902c-e762-4a72-be05-4b96fb49aca7.png,4.0,en,4f6e01c2-0745-4f95-a9c7-97bda261698d
92,Increasing the saturation by 14% would enhance the image.,e8a1f34c-10b8-4984-8f75-00311b6f76d4.png,4.0,en,280b217d-d7d9-4224-98eb-380cfa0683ed
93,Please provide a value to adjust the brightness balance.,,4.0,en,1d4af5c4-3ca0-4cc4-8162-0dee72b108c9
94,Increasing the saturation by 13% would enhance the image.,b75e68da-7c7b-4f74-9b5c-9de94a279231.png,4.0,en,4e7cbf8f-c975-4b1d-9051-87572c884b5a
95,Increasing the contrast by 11% would enhance the image further.,38a05e49-a48e-4283-b083-d055227d2980.png,4.0,en,efa31b77-2476-49e3-9270-a7733674f64e
96,Decreasing the brightness by 8% would be more suitable.,f46ae107-38a7-4a4b-af62-0a00a7fada4c.png,4.0,en,d13768bf-66dd-470c-b348-695e533928b4
97,Increasing the saturation by 19% would be more suitable.,30190159-57d0-44b4-88b4-8116377f1d2f.png,4.0,en,157b0326-7733-4a2c-91b0-e22b919e64e8
98,Increasing the contrast by 21% would enhance the image.,f880c115-034a-4896-85b0-d46ae82b5277.png,4.0,en,91e06e00-481f-4c29-a2b7-7c4fdca816cc
99,Decreasing the brightness by 8% would be more suitable for the image.,6a61b30a-7184-4794-bf19-bd1dc9fc1a85.png,4.0,en,7bd8deb2-2561-47ee-a89a-5091df36a89f
